日付,時刻,区,出没場所,緯度,経度,状況,ソース
2025/9/24,1:00,南区,南区小金湯649番地付近(国道230号線上の小金湯さくらの森入口から定山渓方面に約800mの地点),42.96942,141.209709,ヒグマを目撃,公式
2025/9/24,11:00,南区,南区小金湯634番地付近(砥山ダムから南東に約100mの地点),42.97015,141.217874,足跡を確認,公式
2025/9/24,21:15,手稲区,手稲区稲穂5条3丁目2番付近(札樽道高架下の道路上),43.119119,141.222435,"ヒグマを目撃
",公式
2025/9/25,9:06,南区,南区定山渓無番地(道道1号線上札幌国際スキｰ場から定山渓方面に約7.6kmの地点),43.02925,141.13024,ヒグマを目撃,公式
2025/9/25,20:32,手稲区,手稲区稲穂5条3丁目2番付近(札樽道高架下の道路上),43.11892,141.222201,ヒグマを目撃,公式
2025/9/26,1:26,南区,南区藤野650番付近,42.950071,141.304824,カメラでヒグマを確認,公式
2025/9/26,1:30,南区,南区定山渓2番地2付近(国道230号線上百松橋より定山渓方面に約50mの地点),42.96803,141.2004,ヒグマを目撃（親子）,公式
2025/9/26,6:10,西区,西区西野1006番地7付近(西野11条9丁目24番付近の山林内),43.06572,141.2487,ヒグマを目撃,公式
2025/9/26,11:15,西区,西区小別沢50番地2付近(小別沢線の小別沢会館より福井方面へ約130mの地点),43.04611,141.2751,ヒグマを目撃,公式
2025/9/26,12:30,清田区,清田区自然歩道｢西岡~真栄･有明ルｰト｣(白旗山)札幌台から北に約200mの地点,42.959694,141.419472,ヒグマを目撃,公式
2025/9/26,15:06,南区,南区真駒内無番地(国道453号線滝野橋付近),42.89194,141.3431,ヒグマを目撃,公式
2025/9/26,19:30,南区,南区小金湯30番地付近(小金湯さくらの森入口から北西に約150mの地点),42.96666,141.219425,ヒグマを目撃,公式
2025/9/26,20:00,西区,西区平和280番地(平和丘陵公園内),43.055605,141.245594,ヒグマによる負傷事故発生,公式
2025/9/26,20:05,手稲区,手稲区稲穂5条3丁目2番付近(札樽道高架下の道路上),43.119261,141.222374,ヒグマを目撃,公式
2025/9/26,20:51,西区,西区平和345番地付近(平和丘陵公園から西に800mの地点),43.053608,141.235616,ヒグマを目撃,公式
2025/9/26,21:50,南区,南区藤野5条5丁目19番付近,42.953573,141.297565,ヒグマを目撃（親子）,公式
2025/9/26,21:50,南区,南区藤野5条6丁目6番付近,42.954094,141.293793,ヒグマを目撃（親子）,公式
2025/9/27,19:07,南区,南区豊滝493番地4付近(国道230号線上豊滝会館から札幌中心部方面に約230mの地点),42.957164,141.233178,ヒグマを目撃,公式
2025/9/27,21:40,南区,南区藤野6条6丁目14番付近,42.95220183,141.2918875,ヒグマらしき動物を目撃,公式
2025/9/27,19:20,手稲区,手稲区稲穂5条3丁目2番付近(札樽道高架下の道路上),43.119031,141.222322,ヒグマを目撃,公式
2025/9/28,11:00,南区,南区藤野2条1丁目9番付近(藤野むくどり公園北側で豊平川脇の緑地内),42.96366,141.31286,ヒグマを目撃(2頭),公式
2025/9/28,13:00,南区,南区藤野494番地付近,"42.950660,",141.285965,足跡、食痕を確認,公式
2025/9/29,0:04,手稲区,手稲区稲穂5条3丁目2番付近(札樽道高架下の道路上),43.118849,141.222036,ヒグマを目撃(親子),公式
2025/9/29,18:53,南区,南区藤野1条5丁目13番付近(十五島公園西側駐車場付近),42.967722,141.298222,ヒグマを目撃(親子),公式
2025/9/30,3:49,南区,南区藤野2条1丁目9番付近(藤野むくどり公園北側で豊平川脇の緑地内),42.963688,141.312839,カメラでヒグマを確認,公式
2025/9/30,15:40,南区,南区藤野552番地付近(風っ子公園から南東に約120mの林内),42.953701,141.293823,ヒグマらしき動物を目撃,公式
2025/9/30,20:20,中央区,中央区南28条西13丁目1番付近,43.021594,141.343106,ヒグマらしき動物を目撃,公式
2025/10/1,2:40,南区,南区南37条西10丁目1番付近(藻岩橋から西に約250mの国道230号線上),43.008351,141.344536,ヒグマを目撃（親子）,公式
2025/10/1,3:00,南区,南区南37条西11丁目5番付近(藻岩下橋から南に約120mの林内),43.007881,141.341609,鳴き声を確認,公式
2025/10/1,12:18,西区,西区西野8条10丁目8番付近(山際の畑付近),43.069667,141.257139,ヒグマを確認（親子）,公式
2025/10/1,14:25,南区,南区藤野1条5丁目付近(十五島公園内の白川橋付近),42.965769,141.301512,ヒグマを駆除,公式
2025/10/1,11:00,南区,南区藻岩下2丁目2番付近,43.00649,141.33971,ヒグマを目撃,公式
2025/10/1,18:55,南区,南区藤野1条5丁目1番付近(十五島公園駐車場のトイレ脇),42.967331,141.29917,ヒグマを目撃,公式
2025/10/1,20:48,南区,南区藤野2条1丁目9番付近(藤野むくどり公園北側で豊平川脇の緑地内),42.963688,141.312839,カメラでヒグマを確認,公式
2025/10/1,20:48,南区,南区南37条西11丁目5番付近(藻岩下橋から南に約120mの林内),43.00678,141.34064,カメラでヒグマを確認,公式
2025/10/1,18:05,清田区,清田区真栄409番地付近(白旗山競技場から北に約1kmの地点),42.969296,141.434668,鳴き声を確認,公式
2025/10/2,4:10,南区,南区砥山28番地1付近(砥山橋から北西に約70mの地点),42.965971,141.257756,ヒグマを目撃(親子),公式
2025/10/2,17:15,西区,西区西野290番地付近(宮丘公園展望台から北東に約110mの林内),43.082188,141.263789,ヒグマを目撃,公式
2025/10/2,17:40,南区,南区簾舞458番地付近,42.958306,141.255917,ヒグマを目撃,公式
2025/10/2,19:35,南区,南区小金湯712番地付近(国道230号線上の小金湯さくらの森入口から札幌中心部方面に約50mの地点),42.965064,141.220579,ヒグマを目撃,公式
2025/10/2,20:07,西区,西区西野8条10丁目8番付近(山際の畑付近),43.069766,141.257106,カメラでヒグマを確認,公式
2025/10/3,不明,南区,南区定山渓無番地(小天狗岳登山口から約500m付近),42.984558,141.148578,"ヒグマを目撃(2頭)
※目撃時間は不明",公式
2025/10/3,12:00,西区,西区西野9条9丁目5番付近(西野西公園内の散策路),42.06778,141.25624,フンを確認,公式
2025/10/3,18:12,西区,西区西野9条9丁目5番付近(西野西公園内の散策路),43.067632,141.256952,カメラでヒグマを確認,公式
2025/10/3,22:35,中央区,中央区宮の森1270番地付近(大倉山ジャンプ競技場から南東に約100mの地点),43.05055,141.29178,ヒグマを目撃,公式
2025/10/3,22:13,南区,南区白川1814番地331付近,42.970722,141.289306,ヒグマを目撃（親子）,公式
2025/10/3,22:00,西区,西区福井9丁目359番地付近(左股川緑地の散策路脇),43.048167,141.263639,足跡、被毛を確認,公式
2025/10/3,18:13,西区,西区山の手3条12丁目3番付近(自然歩道｢三角山~盤渓ルｰト｣山の手入口より南西に約100mの道路上),43.062972,141.287278,ヒグマを目撃,公式
2025/10/4,1:45,南区,南区石山583番地付近(じょうてつバス｢六区西｣停留所付近),42.952803,141.322975,ヒグマを目撃,公式
2025/10/4,21:52,西区,西区西野8条10丁目8番付近の西野都市環境林内(西野すみれ公園から北西に約100mの地点),42.970083,141.292197,カメラでヒグマを確認(親子),公式
2025/10/5,23:37,南区,南区白川1814番地331付近※同日の22時20分頃にも同じ場所でヒグマ1頭の目撃あり,42.970761,141.289916,ヒグマを目撃(親子),公式
2025/10/5,3:40,南区,南区石山636番地付近(石山六区会館から南へ約300mの付近),42.945917,141.3265,ヒグマを目撃（親子）,公式
2025/10/5,21:27,南区,南区中ノ沢1812番地731付近,43.000028,141.306389,カメラでヒグマを確認,公式
2025/10/6,18:10,中央区,中央区宮の森1270番地付近(大倉山ジャンプ競技場から南東に約100mの山林内),43.050486,141.292267,ヒグマがクルミを食べる音を確認,公式
2025/10/6,10:00,南区,南区南区白川市民の森(案内版1番付近),42.97947,141.28984,フンを確認,公式
2025/10/6,19:42,中央区,中央区宮の森1270番地付近(大倉山ジャンプ競技場から南東に約100mの地点),43.050497,141.291776,カメラでヒグマを確認,公式
2025/10/6,19:55,南区,南区白川1814番地745付近(石山線と硬石山線の交差点から定山渓方面に約230mの地点),42.97004,141.29525,ヒグマを目撃(親子),公式
2025/10/7,8:00,南区,南区白川1814番地101付近(北方自然教育園敷地内),42.97274,141.28983,"堆肥化容器が倒された跡を確認
",公式
2025/10/7,17:00,南区,南区南沢2条4丁目9番付近,42.98006,141.31639,ヒグマを目撃(親子),公式
2025/10/7,18:12,南区,南区白川1814番地110付近,42.97067,141.2879,ヒグマを目撃,公式
2025/10/8,0:05,西区,西区西野4条7丁目2番付近(北一条宮の沢通り上),43.077889,141.272333,ヒグマを目撃,公式
2025/10/8,20:24,手稲区,手稲区西宮の沢6条1丁目1番付近,43.08901,141.254783,ヒグマらしき動物を目撃,公式
2025/10/9,1:45,中央区,中央区宮の森1270番地付近(大倉山ジャンプ競技場から南東に約100mの地点),43.050191,141.291813,ヒグマを目撃,公式
2025/10/9,6:15,南区,南区滝野247番地付近(真駒内御稜札幌線の滝野すずらん丘陵公園鱒見口駐車場付近),42.92211,141.3903,ヒグマを目撃,公式
2025/10/9,7:00,南区,南区白川1814番地108付近(北方自然教育園から西に約100mの地点),42.970731,141.287883,フン、被毛、食痕を確認,公式
2025/10/9,10:00,南区,南区藤野6条6丁目5番付近,42.95357,141.290739,ヒグマを目撃,公式
2025/10/9,10:20,南区,南区定山渓無番地(さっぽろ湖第四展望台付近),43.00414,141.1478,ヒグマを目撃,公式
2025/10/9,15:25,手稲区,手稲区西宮の沢6条2丁目3番付近,43.091456,141.256134,ヒグマらしき動物を目撃,公式
2025/10/9,19:35,西区,西区山の手5条10丁目5番付近,43.06875,141.286083,ヒグマを目撃,公式
2025/10/9,10:00,南区,南区定山渓無番地(定山渓トンネルから中山峠方向に約2kmの地点),42.875206,141.146172,ヒグマを目撃(親子),公式
2025/10/10,19:14,南区,南区石山1247番地付近(芸術の森から西に約550mの地点),42.935583,141.3314167,ヒグマを目撃,公式
2025/10/10,22:19,南区,南区白川1814番地108付近(北方自然教育園から西に約150mの地点),42.970717,141.287862,ヒグマを目撃(親子),公式
2025/10/11,4:00,中央区,中央区宮の森904番地1付近,43.050194,141.292444,ヒグマを目撃（2頭）,公式
2025/10/11,4:15,南区,南区北ノ沢1841番地75付近(道道82号線盤渓北ノ沢トンネル出入口から北ノ沢方向に約200mの交差点付近),43.0134633,141.304299,ヒグマを目撃,公式
2025/10/11,13:48,南区,南区真駒内17番地1付近(地下鉄南北線真駒内駅東側の桜山内),42.991306,141.358806,ヒグマを目撃,公式
2025/10/11,19:20,南区,南区白川1814番地954付近(硬石山線の白川側から約90mの地点),42.970638,141.298304,ヒグマを目撃,公式
2025/10/11,21:30,西区,西区山の手433番地1付近(自然歩道三角山~盤渓ルｰト山の手入口から南西に約250mの道路上),43.061599,141.286156,ヒグマを目撃,公式
2025/10/11,21:20,中央区,中央区宮の森904番地16付近(大倉山ジャンプ競技場から南東に約170mの道路上),43.049806,141.291639,ヒグマを目撃,公式
2025/10/12,4:30,西区,西区山の手5条10丁目5番付近,43.068722,141.286139,ヒグマを目撃,公式
2025/10/12,6:00,南区,南区白川1814番地108付近,42.97074,141.28778,ヒグマを目撃(親子),公式
2025/10/12,6:30,中央区,中央区宮の森1274番地7付近(荒井山シャンツェ(ジャンプ台)の下付近),43.05078,141.29556,ヒグマを目撃,公式
2025/10/12,9:30,南区,南区白川1814番地付近(北方自然教育園から西に約200mの地点),42.971569,141.286187,足跡、フン、食痕、被毛を確認,公式
2025/10/12,11:25,西区,西区西野4条10丁目2番付近(西野中央やまばと公園から南西に約30mの道路上),43.079194,141.26575,ヒグマを目撃,公式
2025/10/12,不明,南区,南区白川1814番地102付近(北方自然教育園から北に約190mの道路上),42.9725,141.288528,フンを確認,公式
2025/10/13,8:00,南区,南区定山渓1番地17付近(百松橋から定山渓方面に約400mの国道230号線上),42.968028,141.198028,ヒグマを目撃(親子),公式
2025/10/13,17:59,南区,南区北ノ沢1904番地43付近(藻岩山観光道路入口から盤渓方面に約700mの道路上),43.01337,141.312921,ヒグマを目撃,公式
2025/10/13,18:20,南区,南区砥山68番地1付近(八剣山トンネル出入口から札幌中心部方面に約150mの道路上),42.96244,141.24811,ヒグマを目撃,公式
2025/10/13,18:20,西区,西区山の手433番1付近(禎心会ケアセンタｰ山の手前の道路上),43.06205,141.28639,ヒグマを目撃,公式
2025/10/14,0:44,南区,南区簾舞606番地1付近(国道230号線簾舞地区雪堆積場から札幌中心部方向に約150mの地点),42.957831,141.251812,ヒグマを目撃(親子),公式
2025/10/14,不明,西区,西区山の手419番地付近,43.06606,141.28582,足跡、フン、爪跡、被毛を確認,公式
2025/10/14,21:15,南区,南区白川1814番地254付近(北方自然教育園から東に約100mの地点),42.970806,141.290472,ヒグマを目撃,公式
2025/10/14,20:39,南区,南区藤野2条1丁目9番付近(藤野むくどり公園北側で豊平川脇の緑地内),42.963688,141.312839,カメラでヒグマを確認,公式
2025/10/14,8:30,南区,南区砥山93番地2付近,42.959035,141.245906,ヒグマを目撃,公式
2025/10/15,8:15,手稲区,手稲区手稲金山131番地付近(宮町浄水場から東に約300mの地点),43.121623,141.199495,フン、爪跡、枝折り、食痕を確認,公式
2025/10/16,不明,西区,西区山の手442番地4付近(自然歩道｢三角山~盤渓ルｰト｣山の手入口より南西に約100mの道路上),43.062912,141.287272,フンを確認,公式
2025/10/16,6:24,西区,西区山の手5条10丁目3番43付近,43.06721,141.28597,ヒグマを目撃,公式
2025/10/16,16:30,西区,西区山の手5条10丁目5番付近,43.068761,141.286029,ヒグマを目撃,公式
2025/10/16,14:10,手稲区,手稲区手稲金山131番地4付近(宮町浄水場から東に約330mの地点),43.121675,141.199672,フンを確認,公式
2025/10/16,15:27,中央区,中央区円山西町3丁目5番付近,43.042333,141.305556,ヒグマを駆除,公式
2025/10/16,16:37,南区,南区藤野473番地1付近(Fu'sスノｰエリア敷地内),42.955808,141.279563,ヒグマを目撃,公式
2025/10/17,10:00,南区,南区南沢市民の森(案内板8番から東側9番に向かって約150mの地点),42.97675632,141.2995663,フンを確認,公式
2025/10/17,9:50,手稲区,手稲区手稲金山131番地4付近(宮町浄水場から東に約330mの地点),43.121502,141.199658,ヒグマを目撃,公式
2025/10/17,5:30,南区,南区定山渓1067番地付近(国道230号線上の豊平峡発電所から西に約300mの地点),42.96904,141.19245,ヒグマを目撃,公式
2025/10/17,16:32,南区,南区石山1条3丁目3番付近(石山大橋西側の中州付近),42.96912,141.33158,"ヒグマらしき動物を目撃(2頭)
",公式
2025/10/17,18:47,手稲区,手稲区手稲金山3条1丁目7番付近(金山バイパス公園内),43.124121,141.206796,ヒグマを目撃,公式
2025/10/17,23:08,西区,西区山の手5条10丁目5番付近,43.068722,141.286083,ヒグマを目撃,公式
2025/10/17,20:48,西区,西区山の手442番地2付近(自然歩道｢三角山~盤渓ルｰト｣山の手入口より南西に約300mの道路上),43.06254,141.28664,ヒグマを目撃,公式
2025/10/18,12:49,手稲区,手稲区手稲金山131番地4付近(宮町浄水場から東に約330mの地点),43.121361,141.199833,ヒグマを駆除,公式
2025/10/18,15:20,南区,南区藤野901番地付近(藤野聖山園敷地内),42.934691,141.303035,フンを確認,公式
2025/10/18,18:05,西区,西区山の手3条12丁目3番付近,43.063327,141.287918,ヒグマを目撃,公式
2025/10/18,18:08,手稲区,手稲区稲穂5条3丁目2番付近,43.118652,141.222822,ヒグマを目撃,公式
2025/10/19,6:31,手稲区,手稲区手稲金山131番地4付近(宮町浄水場から東に約200mの地点),43.12135,141.19867,ヒグマらしき動物を目撃,公式
2025/10/19,6:55,西区,西区山の手1条13丁目5番付近,43.060353,141.291884,ヒグマらしき動物を目撃(2頭),公式
2025/10/19,17:40,南区,南区南沢5条1丁目1番付近(第三体育館とテニスコｰトの間のバス転回場),42.98943,141.325169,ヒグマらしき動物を目撃,公式
2025/10/19,15:00,南区,南区定山渓860番地付近(国道230号線上｢薄別｣バス停付近),42.94074,141.12658,ヒグマを目撃,公式
2025/10/20,20:45,西区,西区宮の沢4条3丁目11番付近,43.084952,141.259848,ヒグマを目撃,公式
2025/10/20,18:25,中央区,中央区宮の森904番地付近,43.049371,141.292132,ヒグマを目撃,公式
2025/10/20,21:05,西区,西区山の手442番地4付近,43.06232,141.28657,ヒグマを目撃,公式
2025/10/20,16:03,手稲区,手稲区稲穂5条3丁目2番付近,43.11902,141.22218,ヒグマらしき動物を目撃,公式
2025/10/20,21:17,南区,南区真駒内17番地1付近(紅櫻公園から南西に約700mの地点),42.98495,141.359933,ヒグマらしき動物を目撃,公式
2025/10/20,22:49,西区,西区西野997番地付近(錦水橋から北西に約130mの地点),43.05601,141.2358,ヒグマを目撃,公式
2025/10/20,18:40,中央区,中央区双子山2丁目1番41付近,43.04393,141.316715,ヒグマらしき動物を目撃,公式
2025/10/21,14:56,西区,西区山の手419番地付近,43.06611,141.2857,足跡を確認,公式
2025/10/21,21:30,南区,南区北ノ沢1739番地14付近,43.008111,141.310277,ヒグマらしき動物を目撃,公式
2025/10/21,15:15,西区,西区西野290番地付近(宮丘公園敷地内),43.084876,141.268446,ヒグマらしき動物を目撃,公式
2025/10/21,18:25,手稲区,手稲区稲穂5条3丁目2番付近,43.118917,141.222167,ヒグマを目撃,公式
2025/10/21,16:45,中央区,中央区円山西町9丁目3番付近,43.045389,141.309833,ヒグマらしき動物を目撃,公式
2025/10/22,0:20,南区,南区白川1814番地259付近(石山線と硬石山線の交差点付近),42.969795,141.297683,ヒグマを目撃,公式
2025/10/22,14:20,南区,南区常盤1条1丁目9番付近,42.95739,141.34739,ヒグマを目撃,公式
2025/10/22,2:45,西区,西区西野3条9丁目5番付近(北一条宮の沢通と西野･屯田通の交差点付近),43.079528,141.269139,ヒグマを目撃,公式
2025/10/22,3:37,南区,南区南37条西11丁目5番付近(藻岩下橋から南に約120mの林内),43.006721,141.340646,カメラでヒグマを確認,公式
2025/10/22,9:12,西区,西区西野8条9丁目11付近(西野すみれ公園付近),43.068581,141.258265,ヒグマを目撃(2頭),公式
2025/10/22,22:18,西区,西区山の手442番地4付近,43.06228,141.286583,ヒグマを目撃,公式
2025/10/22,21:06,南区,南区白川1814番地1012付近,42.970687,141.287723,ヒグマを目撃,公式
2025/10/23,8:20,西区,西区西野8条9丁目11番付近(西野すみれ公園内),43.068574,141.257883,ヒグマを目撃(2頭),公式
2025/10/23,10:30,中央区,中央区盤渓202番地付近(札幌市水道局盤渓配水池付近),43.036521,141.285081,ヒグマらしき動物を目撃,公式
2025/10/23,6:00,中央区,中央区宮の森4条11丁目3番8付近,43.05825,141.296528,ヒグマを目撃,公式
2025/10/23,15:00,南区,南区南沢515番地66付近(南沢トンネル付近の斜面),42.993028,141.32225,ヒグマらしき動物を目撃,公式
2025/10/23,3:24,南区,南区定山渓無番地(定山渓トンネルから喜茂別方向へ約1kmの地点),42.883472,141.140139,ヒグマを目撃,公式
2025/10/23,20:05,手稲区,手稲区富丘6条7丁目1番付近,43.110721,141.239359,ヒグマらしき動物を目撃,公式
2025/10/23,22:14,西区,西区西野6条3丁目2番3号付近,43.069062,141.273813,ヒグマらしき動物を目撃(2頭),公式
2025/10/23,21:22,手稲区,手稲区稲穂5条7丁目8番付近,43.122974,141.209982,ヒグマらしき動物の鳴き声を確認,公式
2025/10/23,1:16,南区,南区藤野650番地付近,42.950139,141.304972,カメラでヒグマを確認,公式
2025/10/24,14:30,西区,西区西野9条9丁目11付近(西野西公園内),43.067384,141.258098,ヒグマを駆除(2頭),公式
2025/10/24,14:10,南区,南区藤野501番地付近(藤野通と藤野焼山線の交差点から南に約180mの地点),42.954311,141.286382,ヒグマを目撃,公式
2025/10/24,21:30,南区,南区白川1814番590付近(白川浄水場付近の道路上),42.969333,141.280944,ヒグマを目撃,公式
2025/10/25,12:25,南区,南区南沢6条3丁目9番付近(南沢スワン公園から西に約200mの道路上),42.990861,141.308583,ヒグマらしき動物を目撃,公式
2025/10/25,8:45,南区,南区定山渓無番地(神威岳木挽沢林道コｰスのさっぽろ湖第一展望台の登山口から約2.8km付近),43.001954,141.181493,ヒグマを目撃,公式
2025/10/25,11:00,南区,南区川沿8条4丁目5番付近,42.98743,141.328,ヒグマらしき動物を目撃,公式
2025/10/26,6:23,南区,南区白川1814番地30付近(北方自然教育園から西に約100mの地点),42.970648,141.287777,ヒグマを目撃(親子),公式
2025/10/26,17:00,南区,南区真駒内366番地付近(真駒内御料札幌線｢器械場｣バス停から南に約200mの地点),42.92311,141.3545,ヒグマを目撃,公式
2025/10/28,6:20,南区,南区白川1814番地17付近(北方自然教育園付近),42.970403,141.289089,ヒグマを目撃,公式
2025/10/28,21:20,南区,南区藤野4条3丁目12番付近,42.95701,141.30735,ヒグマらしき動物を目撃,公式
2025/10/29,14:56,南区,南区簾舞5条1丁目12番付近(Fu′sスノｰエリア入口から南西に約380mの地点),42.955944,141.276361,ヒグマを目撃,公式
2025/10/29,8:30,南区,南区白川1814番地954付近(硬石山線の白川側から約50mの地点),42.970346,141.297891,ヒグマを目撃(2頭),公式
2025/10/30,2:08,南区,南区藤野650番地付近,42.948528,141.30575,カメラでヒグマを確認,公式
2025/10/30,18:36,南区,南区小金湯579番地付近(国道230号線上小金湯さくらの森入口から札幌中心部方面に約200~300mの地点),42.964003,141.221563,ヒグマを目撃,公式
2025/10/30,23:40,中央区,中央区円山西町2丁目5番付近,43.04446,141.30333,ヒグマらしき動物を目撃,公式
2025/10/31,10:31,南区,南区藤野5条2丁目4番付近,42.9554,141.30797,足跡を確認,公式
2025/10/31,20:35,南区,南区砥山28番地1付近(砥山橋上),42.965731,141.258408,ヒグマを目撃,公式
2025/10/31,不明,中央区,中央区双子山1丁目12番付近,43.044575,141.316452,養蜂箱が荒らされた跡を確認,公式
